exchange,instrument_token,tradingsymbol
NSE,2286849,AMTEKAUTO-BE
NSE,3646465,ANGIND-BE
NSE,3646209,ANGIND-BL
NSE,4264193,ANIKINDS
NSE,7534849,ANKITMETAL-BL
NSE,7534081,ANKITMETAL
NSE,2242561,ANSALAPI-BE
NSE,3501313,ANSALHSG-BE
NSE,1234945,ADORWELD-BE
NSE,3119617,ADORWELD-BL
NSE,3792641,ADSL-BL
NSE,4958465,AHLWEST-BL
NSE,3657217,AICHAMP-BL
NSE,2905345,AIFL-BE
NSE,2905089,AIFL-BL
NSE,2903297,AIFL
NSE,1944833,AIMCOPEST-BE
NSE,5150977,AIRAN-SM
NSE,2081025,AJANTPHARM-BE
NSE,3120897,AJANTPHARM-BL
NSE,2651137,AKARLAMIN-BE
NSE,15617,AKARLAMIN
NSE,5081345,AKASH-SM
NSE,5169665,AKSHARCHEM-BE
NSE,5165569,AKSHARCHEM
NSE,2540801,ALANKIT-BE
NSE,4418561,ALBERTDAVD-BE
NSE,4417537,ALBERTDAVD
NSE,3121409,ALBK-BL
NSE,2760193,ALBK
NSE,3865857,ALKYLAMINE-BL
NSE,3457281,ALLCARGO-BL
NSE,3021057,ALLSEC-BE
NSE,4280833,ALMONDZ-BL
NSE,4280065,ALMONDZ
NSE,3122433,ALOKTEXT-BL
NSE,3802113,ALPA-BE
NSE,3416833,ADHUNIK
NSE,4482817,ADHUNIKIND-BE
NSE,4482561,ADHUNIKIND-BL
NSE,325121,AMBUJACEM
NSE,1613313,APOLSINHOT
NSE,43265,APPLECREDT
NSE,44033,APPLEIND
NSE,3126273,APTECHT-BL
NSE,4642305,AQUA-BE
NSE,3893249,ARIES-BE
NSE,3686913,AMDIND-BE
NSE,3892993,ARIES-BL
NSE,3892225,ARIES
NSE,6949633,ARVINDREM-BE
NSE,6949377,ARVINDREM-BL
NSE,2732289,ARVINDREM-BZ
NSE,2679041,ARVSMART-BE
NSE,1727233,ASAHIINDIA-BE
NSE,3127041,ASAHIINDIA-BL
NSE,6422529,ASAHISONG
NSE,2980609,ASAL-BE
NSE,7402497,ROSSELLIND-BL
NSE,1992193,AMBASARABH-BE
NSE,3899905,AMBIKCO
NSE,1265409,AMBUJACEM-BE
NSE,3686401,AMDIND-BL
NSE,3123457,AMTEKAUTO-BL
NSE,30977,AMTEKAUTO
NSE,3485953,ANANTRAJ-BE
NSE,3486209,ANANTRAJ-BL
NSE,5228033,ANDHRACEMT-BL
NSE,2225665,ANDHRAPET-BE
NSE,3645441,ANGIND
NSE,4265217,ANIKINDS-BE
NSE,38657,ANTFRIBEAR
NSE,1329665,ANTGRAPHIC
NSE,3124737,APARINDS-BL
NSE,2941697,APARINDS
NSE,5236993,APCL-BE
NSE,5235969,APCL
NSE,1504769,APCOTEXIND-BE
NSE,6600705,APLAPOLLO-BE
NSE,6599681,APLAPOLLO
NSE,6484737,APLLTD-BL
NSE,6483969,APLLTD
NSE,1671425,APOLLOTYRE-BE
NSE,3125761,APOLLOTYRE-BL
NSE,41729,APOLLOTYRE
NSE,1614849,APOLSINHOT-BE
NSE,1614337,APOLSINHOT-BL
NSE,2540545,ALANKIT-BL
NSE,2539777,ALANKIT
NSE,1811201,AMARAJABAT-BE
NSE,3727617,AROGRANITE-BE
NSE,5248513,ASLIND-SM
NSE,3727361,AROGRANITE-BL
NSE,3726593,AROGRANITE
NSE,2371329,ARROWGREEN-BL
NSE,4422657,ASPINWALL-BE
NSE,1872897,ASSAMCO-BE
NSE,3492353,ASSAMCO-BL
NSE,1652481,ASSAMFRONT-BE
NSE,64257,ASSAMFRONT
NSE,4539393,ASTEC-BE
NSE,3691521,ASTRAL-BL
NSE,3691009,ASTRAL
NSE,3128833,ASTRAMICRO-BL
NSE,3078401,AURIONPRO-BE
NSE,3129857,AURIONPRO-BL
NSE,1639937,AUROPHARMA-BE
NSE,3130113,AUROPHARMA-BL
NSE,70401,AUROPHARMA
NSE,2312961,AUSOMENT-BE
NSE,4323841,AUSTRAL-BL
NSE,4323073,AUSTRAL
NSE,1960705,AUTOAXLES-BE
NSE,641793,ARCOTECH
NSE,3555585,ARIHANT-BE
NSE,4420353,ARMANFIN-BE
NSE,4420097,ARMANFIN-BL
NSE,2370561,ARROWGREEN
NSE,4405505,ARROWTEX-BE
NSE,4563201,ARSHIYA-BE
NSE,4562177,ARSHIYA
NSE,3126785,ARVIND-BL
NSE,49409,ARVIND
NSE,6247937,ASHIANA-BL
NSE,2021121,ASHIMASYN-BE
NSE,52737,ASHIMASYN
NSE,5167617,ASHOKA-BE
NSE,5167361,ASHOKA-BL
NSE,5166593,ASHOKA
NSE,3127809,ASHOKLEY-BL
NSE,54273,ASHOKLEY
NSE,4716801,ASIANHOTNR-BE
NSE,3128321,ASIANPAINT-BL
NSE,60417,ASIANPAINT
NSE,3812609,ASIANTILES-BE
NSE,3811585,ASIANTILES
NSE,3075585,ASIL-BE
NSE,3084545,ASIL-BL
NSE,3076097,ASIL
NSE,4422401,ASPINWALL-BL
NSE,4299521,ARCHIDPLY
NSE,3126529,ARCHIES-BL
NSE,644865,ARCOTECH-BE
NSE,2027777,ATLASCYCLE-BE
NSE,3467777,ATNINTER-BE
NSE,3468545,ATNINTER-BL
NSE,78849,BAJAJHIND
NSE,78081,BAJAJHLDNG
NSE,3467521,ATNINTER
NSE,3132417,BAJFINANCE-BL
NSE,2184961,BALAJIDIST-BE
NSE,2345473,BALAJITELE-BE
NSE,3132673,BALAJITELE-BL
NSE,2344449,BALAJITELE
NSE,2459393,BANARBEADS-BE
NSE,3308545,BANARBEADS-BL
NSE,2176001,BANARISUG-BE
NSE,3554305,BANCOINDIA-BE
NSE,3553281,BANCOINDIA
NSE,2301441,BANCOPROD-BE
NSE,90369,BANCOPROD
NSE,3134721,BANKINDIA-BL
NSE,1214721,BANKINDIA
NSE,3669249,SMSPHARMA-BE
NSE,425729,ATFL
NSE,3477249,ATLANTA-BL
NSE,3129601,ATUL-BL
NSE,7686913,ATULAUTO-BE
NSE,7685889,ATULAUTO
NSE,3612161,AUTOIND-BE
NSE,3611649,AUTOIND-BL
NSE,2300161,AUTOLITIND-BE
NSE,3308033,AUTOLITIND-BL
NSE,73473,AUTOLITIND
NSE,74241,AUTORIDFIN
NSE,2034177,AVANTIFEED-BE
NSE,2033921,AVANTIFEED-BL
NSE,1839361,AVERY-BE
NSE,75009,AVERY
NSE,3587073,AVTNPL-BE
NSE,1574657,AXISBANK-BE
NSE,3292673,AXISBANK-BL
NSE,1510401,AXISBANK
NSE,2633985,AYMSYNTEX-BE
NSE,2633729,AYMSYNTEX-BL
NSE,4999937,BAJAJCORP
NSE,3849729,BAJAJELEC-BE
NSE,3849473,BAJAJELEC-BL
NSE,3848705,BAJAJELEC
NSE,2651393,BAJAJTEMPO-BE
NSE,3132161,BAJAJHIND-BL
NSE,1538049,BAJFINANCE-BE
NSE,3307777,ATCOM-BL
NSE,65793,ATCOM
NSE,1571073,ATFL-BE
NSE,6344449,BGLOBAL
NSE,3134465,BANKBEES-BL
NSE,3889409,BGRENERGY-BE
NSE,3888897,BGRENERGY-BL
NSE,3437057,BHAGERIA-BL
NSE,1268737,BANKINDIA-BE
NSE,109057,BHARATGEAR
NSE,1903105,BHARATHOT-BE
NSE,109825,BHARATHOT
NSE,2986497,BHARATIDIL-BE
NSE,1524481,BHARATIDIL-BZ
NSE,2226433,BHARATRAS-BE
NSE,4138241,BHARATWIRE-BL
NSE,3603713,BHARTIARTL-BE
NSE,2714625,BHARTIARTL
NSE,3608321,BILPOWER-BE
NSE,3608065,BILPOWER-BL
NSE,3607297,BILPOWER
NSE,3086081,BPL-BL
NSE,3714817,BANSWRAS
NSE,3369217,BARTRONICS-BL
NSE,3135745,BATAINDIA-BL
NSE,94977,BATAINDIA
NSE,1776129,BAUSCHLOMB-BE
NSE,95745,BAUSCHLOMB
NSE,1602817,BASF-BE
NSE,94209,BASF
NSE,3135489,BASML-BL
NSE,4590337,BAYERCROP-BE
NSE,4590081,BAYERCROP-BL
NSE,3523841,BBL-BE
NSE,1242113,BBTC-BE
NSE,3136001,BBTC-BL
NSE,4591873,BEARDSELL-BE
NSE,4590849,BEARDSELL
NSE,4962305,BECREL
NSE,5170945,BEDMUTHA-BL
NSE,5170177,BEDMUTHA
NSE,1480705,BEL-BE
NSE,3136257,BEL-BL
NSE,103425,BERGEPAINT
NSE,1550593,BESTCROMP-BE
NSE,104961,BESTCROMP
NSE,5405953,BFINVEST-BE
NSE,5404929,BFINVEST
NSE,3729921,BFUTILITIE-BL
NSE,6345473,BGLOBAL-BE
NSE,86529,BALMLAWRIE
NSE,3441665,BALPHARMA-BE
NSE,3441921,BALPHARMA-BL
NSE,126721,BLUEDART
NSE,5522177,BILENERGY
NSE,1437441,BLUEDART-N2
NSE,3141377,BLUESTARCO-BL
NSE,5207041,BOHRA-SM
NSE,1223425,BOMDYEING-BE
NSE,3141889,BOMDYEING-BL
NSE,1560065,BOSCHLTD-BE
NSE,2724097,BRABOURNE-N3
NSE,4362753,BRANDHOUSE-BE
NSE,4362497,BRANDHOUSE-BL
NSE,6434817,BROOKS
NSE,5014529,BSE-BL
NSE,2470657,BSELINFRA-BE
NSE,2469633,BSELINFRA
NSE,2150401,CALSOFT-BE
NSE,1282305,CALSOFT-BZ
NSE,999937,CAPLIPOINT
NSE,154625,CCI
NSE,3785473,CELESTIAL-BE
NSE,4515329,ZYDUSWELL-BL
NSE,2405633,BHARATGEAR-BE
NSE,2010369,BIL-BE
NSE,3139329,BIL-BL
NSE,2009089,BIL
NSE,2308353,BIMETBRG-BE
NSE,119041,BIMETBRG
NSE,3139841,BINDALAGRO-BL
NSE,120577,BINDALAGRO
NSE,3487233,BINANIIND-BE
NSE,3339009,BIOCON-BL
NSE,2023169,BIOFILCHEM-BE
NSE,1058817,BIOFILCHEM
NSE,1744641,BIRLACABLE-BE
NSE,3140097,BIRLACABLE-BL
NSE,1592833,BIRLACORPN-BE
NSE,3140353,BIRLACORPN-BL
NSE,3902209,BIRLAMONEY-BE
NSE,3901953,BIRLAMONEY-BL
NSE,3762177,BIRLAPOWER-BE
NSE,3761153,BIRLAPOWER
NSE,3085825,BLBLIMITED-BL
NSE,3403265,BLKASHYAP-BE
NSE,3402753,BLKASHYAP-BL
NSE,3402241,BLKASHYAP
NSE,4424449,BLS-BE
NSE,125953,BLUEBLENDS
NSE,3140865,BLUECHIP-BL
NSE,2128641,BLUESTARCO-BE
NSE,3100161,BLUECOAST-BL
NSE,1914881,BLUECOAST
NSE,2007297,BLUEDART-BE
NSE,2219521,BHUSANSTL-BE
NSE,4718337,BIGBLOC
NSE,1639169,CCHHL-BE
NSE,1638657,CCHHL-BL
NSE,1634561,CCHHL
NSE,2932481,CCL-BE
NSE,143105,BSL
NSE,3145473,CCL-BL
NSE,3905793,CEATLTD-BE
NSE,3906049,CEATLTD-BL
NSE,5177345,CEBBCO
NSE,3370241,CELEBRITY-BE
NSE,3406081,CENTURYPLY
NSE,1709825,CESC-BE
NSE,5205249,CGCL-BE
NSE,5204993,CGCL-BL
NSE,3087105,CIMCOBIRLA-BL
NSE,6953217,CINELINE
NSE,3148289,CINEVISTA-BL
NSE,2054145,CINEVISTA
NSE,3148545,CIPLA-BL
NSE,2227201,CITURGIBIO-BE
NSE,5179649,CLEDUCATE-BE
NSE,1642241,CLNINDIA-BE
NSE,3674369,BROADCAST-BL
NSE,3673857,BROADCAST
NSE,6093825,BSLGOLDETF
NSE,5192961,BSLIMITED-BL
NSE,5192193,BSLIMITED
NSE,6344193,BSLNIFTY-BL
NSE,6343937,BSLNIFTY
NSE,3890689,BURNPUR-BE
NSE,695297,BUTTERFLY
NSE,3859713,BVCL-BE
NSE,3858689,BVCL
NSE,2030081,BYKE-BE
NSE,2029569,BYKE-BL
NSE,146945,CADBURY
NSE,2029825,CADILAHC
NSE,1592065,CAMLINFINE-BL
NSE,3603969,CANBK-BE
NSE,2763265,CANBK
NSE,3667969,CANDC-BE
NSE,3667457,CANDC-BL
NSE,5161729,CANTABIL-BL
NSE,3904513,CAPF-BL
NSE,3903745,CAPF
NSE,1335809,CARBORUNIV-BE
NSE,5142017,CAREERP
NSE,7452929,CARERATING
NSE,153089,CARRIERAIR
NSE,3043329,CASTEXTECH
NSE,322049,CASTROLIND-BL
NSE,320001,CASTROLIND
NSE,3837953,CCCL
NSE,6435585,BROOKS-BL
NSE,7683841,CEREBRAINT-BL
NSE,2859009,COFFEEDAY-BL
NSE,3876865,COLPAL-BE
NSE,5204225,CGCL
NSE,2403329,CREATIVEYE-BE
NSE,3559425,CREST-BE
NSE,4376065,CROMPTON
NSE,1459457,CUB
NSE,3312641,CUBEXTUB-BL
NSE,3032321,CYBERMEDIA-BE
NSE,3088641,CYBERMEDIA-BL
NSE,3031553,CYBERMEDIA
NSE,1549825,CYBERTECH-BE
NSE,3088897,CYBERTECH-BL
NSE,1977089,CYIENT-BE
NSE,1471489,CYIENT
NSE,1203201,DABUR-BE
NSE,3722497,DISHTV-BL
NSE,1246209,CENTURYTEX-BE
NSE,3851009,CERA-BE
NSE,3850753,CERA-BL
NSE,3152897,CGPOWER-BL
NSE,194561,CGPOWER
NSE,163073,CHAMBLFERT
NSE,6937857,CHROMATIC
NSE,1832193,CIBASPEC-BE
NSE,1509889,CIBASPEC
NSE,1317889,CIGNITITEC-BE
NSE,1317377,CIGNITITEC-BL
NSE,2310657,CIMCOBIRLA-BE
NSE,176897,CIMCOBIRLA
NSE,6448129,CIMMCO-BE
NSE,6447105,CIMMCO
NSE,6953985,CINELINE-BE
NSE,2923009,CLASSIC-BE
NSE,2922241,CLASSIC
NSE,3150081,CLNINDIA-BL
NSE,3598337,CLUTCHAUTO-BL
NSE,2457601,CLUTCHAUTO-BZ
NSE,5417729,CMAHENDRA
NSE,4902145,CMICABLES-BE
NSE,4901889,CMICABLES-BL
NSE,4898049,CMICABLES
NSE,5216513,COALINDIA-BL
NSE,3877121,COLPAL-BL
NSE,3876097,COLPAL
NSE,4513793,COMPINFO
NSE,3909377,CORDSCABLE
NSE,189185,COROMANDEL
NSE,1319425,CORPBANK
NSE,3146753,CENTURYTEX-BL
NSE,160001,CENTURYTEX
NSE,3851265,DELTACORP
NSE,4536833,DEN
NSE,3152129,CRANESSOFT-BL
NSE,3286017,DENORA-BL
NSE,4685825,DHFL-NC
NSE,4686337,DHFL-ND
NSE,4686849,DHFL-NE
NSE,4689409,DHFL-NJ
NSE,4732673,DHFL-NL
NSE,4733185,DHFL-NM
NSE,4734721,DHFL-NP
NSE,5691649,DHUNINV
NSE,5107713,DIAPOWER-BL
NSE,179969,DICIND
NSE,4535297,DIGJAMLTD
NSE,3722241,DISHTV-BE
NSE,3157505,DIVISLAB-BL
NSE,3771905,DLF-BL
NSE,5098497,DMART-BL
NSE,5097729,DMART
NSE,6127361,ESSARPORTS
NSE,3151361,COROMANDEL-BL
NSE,3151873,COSMOFILMS-BL
NSE,4558337,COX&KINGS
NSE,596225,CPSEETF-BL
NSE,2972929,CRANESSOFT-BE
NSE,3558401,CREST
NSE,1739009,CRESTANI-BE
NSE,193793,CRISIL
NSE,8004353,CRMFGETF
NSE,3152641,CRISIL-BL
NSE,4377089,CROMPTON-BE
NSE,4376833,CROMPTON-BL
NSE,3153409,CUMMINSIND-BL
NSE,4741889,CUPID-BL
NSE,4741121,CUPID
NSE,2081537,CURATECH-BE
NSE,2084353,CURATECH
NSE,3313153,DALALSTCOM-BL
NSE,5445889,DALMIABHA-BE
NSE,2103809,DALMIASUG-BE
NSE,3154433,DALMIASUG-BL
NSE,199937,DALMIASUG
NSE,4497665,DAMODARIND-BE
NSE,2925057,DATAMATICS-BE
NSE,2651905,DATARSWICH-BE
NSE,2652161,DAURALAORG-BE
NSE,206849,DCMDAEWOO
NSE,1798401,DCMSHRIRAM-BE
NSE,4678657,DHFL-N3
NSE,4682241,DHFL-N6
NSE,4683265,DHFL-N7
NSE,4685313,DHFL-NB
NSE,3155201,DCMSHRIRAM-BL
NSE,189953,COSMOFILMS
NSE,3160065,EIMCOELECO-BL
NSE,3351297,EKC
NSE,5105409,DEEPAKNTR
NSE,4934401,DFMFOODS-BE
NSE,3160321,ELDERPHARM-BL
NSE,6381313,ELGIRUBCO-BL
NSE,3461121,EMAMILTD-BE
NSE,3353345,EMCO-BE
NSE,1263873,EMCOTRANS-BE
NSE,3436801,EMKAY-BL
NSE,2624769,EMKAYTOOLS-SM
NSE,3315201,EMTEXIND-BL
NSE,4819201,ENDURANCE-BL
NSE,3853313,ENERGYDEV-BL
NSE,1782529,ENGINERSIN-BE
NSE,4314113,EQUITAS
NSE,3412737,ERAINFRA-BE
NSE,3017473,ERAINFRA-BZ
NSE,5141505,EROSMEDIA-BE
NSE,5153793,ESL-BE
NSE,2652417,DCMSRMIND-BE
NSE,1799169,DEEPAKFERT-BE
NSE,5106177,DEEPAKNTR-BL
NSE,4934145,DFMFOODS-BL
NSE,4933377,DFMFOODS
NSE,3089665,DHANBANK-BL
NSE,6249729,DHANUKA-BE
NSE,1752065,DHARAMORAR-BE
NSE,219393,DHAMPURSUG
NSE,220161,DHARAMORAR
NSE,4536321,DIGJAMLTD-BE
NSE,4294913,DOLATINVES
NSE,3895809,DPL-BE
NSE,3947265,DPSCLTD
NSE,2106625,DRBECK-BE
NSE,6576641,DSSL
NSE,7412481,DUCON-BL
NSE,1158401,DYNAMATECH
NSE,1061889,EASTSUGIND
NSE,2315009,EASUNREYRL-BE
NSE,1813249,ECLFINANCE-N8
NSE,1817857,ECLFINANCE-NC
NSE,3871489,EDELWEISS-BE
NSE,3942913,EIHAHOTELS-BL
NSE,1450497,EIHOTEL-BE
NSE,2025473,ELECONENGG-BE
NSE,236801,ELECONENGG
NSE,3160833,ELGIEQUIP-BL
NSE,6381569,ELGIRUBCO-BE
NSE,3156737,DHARSUGAR-BL
NSE,3799297,DECCANCE-BL
NSE,3769345,DECOLIGHT-BL
NSE,3870465,EDELWEISS
NSE,3168513,GABRIEL-BL
NSE,5156865,GALLISPAT-BE
NSE,5156609,GALLISPAT-BL
NSE,1166849,GAMMONIND
NSE,3614721,GANDHITUBE-BE
NSE,1925889,GANESHANHY-BE
NSE,280065,GANESHBENZ
NSE,3671809,GANESHHOUC-BE
NSE,3712001,GARWALLROP-BL
NSE,3504129,GATI
NSE,6406657,GAYAPROJ-BL
NSE,6405889,GAYAPROJ
NSE,3004929,GDL-BE
NSE,3593729,GEMINI
NSE,1691393,GENUSPAPER-BL
NSE,3172865,GLAXO-BL
NSE,3173121,GLENMARK-BL
NSE,4277505,GOKUL-BE
NSE,2230273,GOLDENTOBC-BE
NSE,232193,EASTSILK
NSE,3832321,ECEIND-BL
NSE,3886849,ECLERX-BE
NSE,3886593,ECLERX-BL
NSE,3885825,ECLERX
NSE,35329,ECLFINANCE-N3
NSE,4355073,EDSERV-BE
NSE,4354049,EDSERV
NSE,3370753,EDUCOMP
NSE,4572161,EHFLNCD-N3
NSE,4572673,EHFLNCD-N4
NSE,1338369,EIDPARRY-BE
NSE,1034241,EIMCOELECO
NSE,3352065,EKC-BE
NSE,3682561,ELAND-BL
NSE,2192641,ELBEE-BE
NSE,4896001,ESSDEE-BZ
NSE,254977,EUPHARMLAB
NSE,2260225,FAIRCHEM-BL
NSE,4996865,FARMAXIND
NSE,1588225,FCL-BE
NSE,3165953,FEDERALBNK-BL
NSE,4353537,FELDVR-BE
NSE,4353281,FELDVR-BL
NSE,3166465,FINPIPE-BL
NSE,3166721,FIRSTLEASE-BL
NSE,5239809,FOCUS-SM
NSE,4705537,FRETAIL-BL
NSE,4704769,FRETAIL
NSE,3662337,FSL-BL
NSE,277761,GABRIEL
NSE,2262529,GAEL-BE
NSE,3169025,GAIL-BL
NSE,5196801,GAL-BE
NSE,3415297,GALLANTT-BE
NSE,3831553,ECEIND
NSE,3316481,GRANDFONRY-BL
NSE,2937345,EXCELINDUS-BE
NSE,3472129,GRINDWELL-BL
NSE,2957569,GRUH
NSE,1217537,GSFC-BE
NSE,1234177,GTL-BE
NSE,3518721,GTLINFRA
NSE,3178753,GTNIND-BL
NSE,3550209,GTOFFSHORE-BE
NSE,3550465,GTOFFSHORE-BL
NSE,324353,GUJALKALI
NSE,3757313,GUJAPOLLO
NSE,2513665,HAVELLS
NSE,1936129,HCC-BE
NSE,2476033,HIKAL-BE
NSE,2022657,HIL-BE
NSE,372481,HIL
NSE,348929,HINDALCO
NSE,3683841,EUROCERA-BL
NSE,3016193,EVEREADY
NSE,3794177,EVERONN-BL
NSE,4449025,EXCEL-BL
NSE,3164673,FACT-BL
NSE,1587969,FCL-BL
NSE,3072513,FCSSOFT-BE
NSE,1253889,FDC
NSE,1516801,FEDERALBNK-BE
NSE,4301057,FIRSTWIN
NSE,2152705,FLATPROD-BE
NSE,268801,FLATPROD
NSE,6532097,FLEXITUFF-BE
NSE,304641,FMGOETZE
NSE,5381121,FMNL-BL
NSE,3420417,GANGOTRI-BL
NSE,3169537,GARDENSILK-BL
NSE,4296449,GET&D
NSE,1895937,GLENMARK
NSE,2153473,GLFL-BE
NSE,3173377,GLFL-BL
NSE,1831681,GLODYNE-BZ
NSE,2586113,GODREJCP-BE
NSE,4576769,GODREJPROP-BL
NSE,2723073,GOLDINFRA
NSE,5037825,GOLDIWIN
NSE,2528769,GOLDTECH-BE
NSE,1569025,GOODLUCK-BL
NSE,7423233,GREENFIRE-BE
NSE,7423489,GREENFIRE-BL
NSE,7422465,GREENFIRE
NSE,2407937,GREENPLY-BE
NSE,1020673,GREENPLY
NSE,4797697,GRETEX-SM
NSE,2264833,GOVINRUBER-BE
NSE,3794433,EVERONN-BE
NSE,5042689,HMT-BZ
NSE,4918017,HMVL
NSE,370689,HOTELEELA
NSE,2653697,HOTELRUGBY-BE
NSE,3479553,HOVS
NSE,3635969,HUBTOWN
NSE,5331969,HUDCO-BL
NSE,5110785,HUDCO-NB
NSE,4758785,HUSYSLTD-SM
NSE,3699201,IBREALEST
NSE,7713025,IBULHSGFIN-BE
NSE,7712001,IBULHSGFIN
NSE,2340097,ICICI1000-NB
NSE,3069441,ICIL-BE
NSE,3526913,GESHIP-BE
NSE,1138177,GESTETNER
NSE,3171841,GHCL-BL
NSE,291585,GICHSGFIN
NSE,3195393,GILLETTE-BL
NSE,292353,GINNIFILA
NSE,3517185,GLOBALVECT-BE
NSE,3516673,GLOBALVECT-BL
NSE,1374977,GIPCL-BE
NSE,3172609,GIPCL-BL
NSE,3395841,GITANJALI
NSE,295937,GLFL
NSE,3731457,GLOBOFFS-BE
NSE,3730433,GLOBOFFS
NSE,4461313,GLOBUSSPR-BL
NSE,3173889,GNFC-BL
NSE,3759873,GOACARBON
NSE,2584833,GUJRAFFIA-BE
NSE,2652929,GUJRATTELE-BE
NSE,1126145,GULFOILLUB-BE
NSE,1124097,GULFOILLUB
NSE,3511553,HANUNG-BL
NSE,5620481,HFCL-BL
NSE,4592385,HINDCOPPER
NSE,352769,HINDDORROL
NSE,2203393,HINDIND-BE
NSE,5549057,HINDMOTORS
NSE,4364545,HINDNATGLS-BL
NSE,3093505,HINDSYNTEX-BL
NSE,1219841,HINDUNILVR-BE
NSE,3991041,HCG-BL
NSE,341249,HDFCBANK
NSE,2994689,HELIOSMATH-BE
NSE,3182849,HELIOSMATH-BL
NSE,1177089,HERITGFOOD
NSE,345089,HEROMOTOCO
NSE,6914817,HEXATRADEX-BL
NSE,2747905,HEXAWARE
NSE,364545,HINDZINC
NSE,2169345,HINPOWPLUS-BE
NSE,2968065,HDFCSENETF-BL
NSE,365313,HINPOWPLUS
NSE,3556609,HIRECT-BL
NSE,4947201,HISARMETAL-BL
NSE,3699969,IBREALEST-BE
NSE,1886209,HEG-BE
NSE,2653441,HERBETSON-BE
NSE,997121,HATSUN-BL
NSE,3185153,HCC-BL
NSE,352001,HCC
NSE,2943745,AMBICAAGAR-BE
NSE,3127553,ASHAPURMIN-BL
NSE,562945,MILTONPLAS
NSE,1775105,MODIRUBBER-BE
NSE,7533057,MOHITIND-BL
NSE,2461697,MONNETISPA-BE
NSE,2049281,MONSANTO-BE
NSE,3227137,MRF-BL
NSE,3782657,RAMSARUP
NSE,4474881,CONTROLPR-BL
NSE,4437249,MHRIL
NSE,3748865,MIC
NSE,3225345,MIRZAINT-BL
NSE,3100417,MOREPENLAB-BL
NSE,3226625,MOSERBAER-BL
NSE,3253249,RAYMOND-BL
NSE,5100545,RECLTD-NI
NSE,154113,ZODIAC-SM
NSE,2140417,DCMDAEWOO-BE
NSE,2986753,DWARKESH
NSE,3560705,ESSDEE-BE
NSE,146689,FELIX-SM
NSE,1611265,GERMANREM-BE
NSE,1139713,GUJNRECOKE
NSE,3358977,KERNEX
NSE,1418241,MERIND-BE
NSE,4679937,UNITEDBNK-BL
NSE,4608769,UNITEDTEA-BE
NSE,3473153,RAMANEWS-BL
NSE,4667393,SPECTACLE
NSE,2323969,SREIBNPNCD-N5
NSE,2457857,TECPRO-BZ
NSE,886529,TEXTOOL
NSE,3288321,TTKPRESTIG-BL
NSE,909313,TUTICORALK
NSE,3647489,TVSSRICHAK-BL
NSE,3289857,TVTODAY-BL
NSE,6537985,UJAAS-BL
NSE,2400257,QUINTEGRA-BE
NSE,5089281,RADIOCITY-BL
NSE,4813057,TALWALKARS-BE
NSE,3298817,TATACOMM-BL
NSE,4344065,TATAMTRDVR-BE
NSE,1473537,TATAPOWER-BE
NSE,419585,TATASPONGE
NSE,3466753,TECHM-BL
NSE,5163265,TECPRO-BL
NSE,3290881,UNICHEMLAB-BL
NSE,3038209,63MOONS
NSE,3417857,ADHUNIK-BL
NSE,3188993,AKZOINDIA-BL
NSE,39425,APCOTEXIND
NSE,311297,PRAXIS-BE
NSE,310529,PRAXIS-BL
NSE,308225,PRAXIS
NSE,3386625,GVKPIL-BE
NSE,3421953,SGL
NSE,1750529,ATCOM-BE
NSE,3674881,BROADCAST-BE
NSE,3407105,CENTURYPLY-BL
NSE,5237761,CREATIVE-SM
NSE,3158785,EASTSILK-BL
NSE,6212609,ESTER-BL
NSE,3176449,GRAPHITE-BL
NSE,6929921,VSSL-BL
NSE,954881,VXLINSTR
NSE,5168897,WABAG-BL
NSE,956417,WALCHANNAG
NSE,3600129,WANBURY
NSE,2084865,WARRENTEA-BE
NSE,3738113,WEBELSOLAR
NSE,3299585,WEIZMANIND-BL
NSE,3026433,WELCORP-BE
NSE,5069825,WELINV-BE
NSE,1458945,WILLAMAGOR-BE
NSE,965633,WILLAMAGOR
NSE,6393089,WINDMACHIN-BL
NSE,6410497,WINSOME
NSE,5243905,WIPL-BL
NSE,3301121,WIPRO-BL
NSE,771585,WONDERLA-BE
NSE,3796993,WSI-BE
NSE,3796737,WSI-BL
NSE,3561985,XLENERGY-BE
NSE,3561473,XLENERGY-BL
NSE,4283905,ZEEL-P2
NSE,5338881,ZEELEARN-BL
NSE,5338113,ZEELEARN
NSE,3728897,ZENITHBIR-BE
NSE,1876225,ZENSARTECH-BE
NSE,3810049,ZYLOG-BE
NSE,4396289,ZYLOG-BZ
NSE,257545,NIFTY CONSUMPTION
NSE,257033,NIFTY DIV OPPS 50
NSE,260361,NIFTY JUNIOR
NSE,258569,NI15
NSE,263433,NIFTY AUTO
NSE,2285569,ZFSTEERING-BE
NSE,7437569,ZUARI-BL
NSE,1446657,ZUARIGLOB-BE
NSE,263689,NIFTY METAL
NSE,1681153,PETRONENGG-BE
NSE,4361729,BRANDHOUSE
NSE,3146241,CENTENKA-BL
NSE,3812865,CENTRALBK
NSE,3910401,CORDSCABLE-BE
NSE,4630785,DBL-BL
NSE,207617,DCMSHRIRAM
NSE,6211073,DQE-BL
NSE,4715009,ENTEGRA-BZ
NSE,1984001,21STCENMGM-BE
NSE,7972097,COMPUSOFT-BL
